patent_id,year,sent,keyword,sent_id
11238352,2022,"reasons for such movement include escaping war, poverty, and political oppression, and seeking freedom and economic opportunity.",poverty,31176
11238844,2022,"for these reasons, computational tools for automatically processing code-switched conversations may provide an important pedagogic aid for teachers and learners in classrooms, and potentially even enhance learning at scale and personalized learning.",personalized learning,31199
11238871,2022,"according to the embodiments described above, even when a speech unintended by a user is input to the electronic device, user confirmation for performing a task is performed, such that the user may protect privacy and enhance security.",protect privacy,31202
11241811,2022,"the logical groups can be formed in accordance with at least one of the criteria in the following list:installation region or components of the production installation (for example closing unit, injection unit, tool, back-flow blocking means and so forth),procedural step or state of a production process,properties of a moulding material being processed by the shaping machine,properties of a shaped part produced by the shaping machine,possible disturbances or errors in the production process,the existence of a desired state (for example ‘closing behaviour of the blocking means is in order’),productivity and economic efficiency of the production installation or the production process or parts thereof, andenvironmental conditions of the production installation or the production process or parts thereof.",economic efficiency,31249
11243532,2022,"even with today's fast processors, large memories, and advanced algorithms, however, the task of making timely and reasonable decisions (which are based neither on excessively pessimistic assumptions, nor on excessively optimistic assumptions) regarding an autonomous vehicle's trajectory in the context of unpredictable behaviors of other entities (such as other drivers or other autonomous vehicles) and incomplete or noisy data about static and dynamic components of the vehicle's environment remains a significant challenge.",unpredictable behavi,31257
11243748,2022,"wrappers also spawn new problems such as imposing functionality limitations, often resulting in unpredictable behavior.",unpredictable behavi,31259
11243874,2022,"designing an iot solution requires knowledge and expertise from different stakeholders like end users to specify the user requirements, domain experts to lend their domain knowledge, software architectures to design the solution, software developers to implement the iot solution.",different stakeholders,31264
11243874,2022,manual generation of test specifications for iot enabled components require huge effort and iterations of interactions among different stakeholders.,different stakeholders,31265
11250009,2022,"while the development of this capability has resulted in enormous economic development and provided the great benefit of information exchange to the world, it has also exposed the same population to increased risk, not the least of which emanates from fake news.",economic development,31399
11250362,2022,"in the event of a disruption to business activities of an enterprise organization, the organization may utilize various methods to determine business continuity plans to mitigate negative impacts of the disruption.",mitigate negative impact,31435
11250876,2022,"structured and unstructured customer data is sensitive, including personally identifiable information, the unauthorized disclosure of which can expose an organization to unwelcome public scrutiny (e.g., fines, legal liability, negative press, etc.",public scrutiny,31472
11256954,2022,"as a consequence, they often need to share work-space with and interact with human workers and thus evolving the area of research named human robot interaction (hri).",human workers,31564
11256975,2022,"field  an exemplary embodiment relates to the field of explainable artificial intelligence (xai), explainable neural networks (xnn), and explainable transformer transducers (xtt).",explainable artificial intelligence,31572
11256989,2022,"an exemplary embodiment may present methods for detecting bias both globally and locally by harnessing the white-box nature of the explainable artificial intelligence (xai), explainable neural nets (xnn), explainable transducer transformer (xtt), explainable spiking nets (xsn) and explainable memory nets (xmn) models.",explainable artificial intelligence,31574
11257009,2022,"accordingly, a need arises for automated techniques that may provide enhanced security and safety and reduced costs.",security and safety,31583
11257009,2022,summary  embodiments of the present systems and methods may provide automated techniques that may provide enhanced security and safety and reduced costs.,security and safety,31584
11257009,2022,"embodiments may provide enhanced security and safety in venues such as schools, public events, enterprises, grocery stores, movie theaters, etc.",security and safety,31585
11258814,2022,"description of related art  in the realm of network security, it may be beneficial for security analytics products to increase the accuracy in the results they provide, as a way of gaining customer trust and raising confidence in use of the products themselves.",customer trust,31672
11263590,2022,"background  many businesses require the skills and expertise of temporary workers from other countries to improve business success and economic growth, and to deliver innovative solutions to clients.",economic growth,31801
11267737,2022,"while some selenium is a nutrient to living cells, selenium in water is considered a priority pollutant by the clean water act.",clean water,31869
11267737,2022,"for example, the clean water act mandates a selenium discharge limit of less than 5 microgram per liter for industrial discharges.",clean water,31870
11269886,2022,"as used herein, the term “eda” may refer to any data analysis process that maximizes insight into a dataset, uncovers underlying structures within the data, extracts important variables, detects outliers and anomalies, tests underlying assumptions, develops parsimonious models, and/or determines optimal factor settings.",underlying assumptions,31878
11270189,2022,bee pollination or insect pollination of wild plants can be considered a life-support mechanism underpinning biodiversity and ecosystem services.,biodiversity,31895
11270214,2022,"this invention resolves ethical problems arising in black-box systems such as, for example, in artificial intelligence (ai) and in machine learning (ml) systems.",ethical problems,31900
11271406,2022,"such reactions can create dangerous circumstances that need to be mitigated to avoid damage to the power generator or distribution system and to the electrical loads to which they provide electric power, and to avoid harm to people using or near the power generator or distribution system.",avoid harm,31943
11276005,2022,known systems that provide advice or recommendations based on cognitive assessment utilize hardware and/or software that mimics the functioning of the human brain to improve human decision-making.,human decision-making,31996
11276232,2022,"unlike computed tomography (ct), mill does not pose risks associated with exposure to radiation.",pose risk,32012
11277258,2022,"based on the previous description, a user recognition solution applicable to a terminal device and able to protect privacy such as facial features is needed, to better support services such as face scanning payment.",protect privacy,32049
11278007,2022,this includes animal welfare monitoring as the animals are being unloaded and prepared for meat processing.,animal welfare,32065
11279039,2022,"because human safety is at stake, guarding equipment must typically comply with stringent industry standards.",human safety,32087
11281203,2022,"moreover, the detection of leaks in a water distribution system is a key objective for limiting the global water consumption and waste, which is of particular interest in regions subject to water stress, and in view of promoting sustainable development.",sustainable development,32113
11283090,2022,such a fuel cell system should maintain a concentration of hydrogen gas in exhaust gas equal to or below a predetermined reference value to minimize risk of explosion or ignition because of the hydrogen gas in the exhaust gas.,minimize risk,32193
11283840,2022,"this live linkage of the infosec entities allows the present technology to track the usage of the entities across various tenants, their constituent products, their customers/prospects, partners, auditors or any other relevant stakeholders.",relevant stakeholder,32203
11284851,2022,"for persistent or long-standing persistent af, the success of ablation can be limited: up to 80% of these patients may experience recurrence within a year, and for this population there is controversy over whether additional substrate ablation should be performed beyond pulmonary vein isolation.",controversy ,32211
11285129,2022,"eventually, the individual's sleep-wake cycle becomes aligned with the night, and “free-running” individuals are able to sleep well during a conventional or socially acceptable time.",socially acceptable,32213
11285392,2022,"the emergencies can include fires, gas leaks, carbon monoxide, or other situations that can compromise not only a structure and components of a building but also safety and wellbeing of users inside the building.",safety and wellbeing,32219
11285392,2022,"building management, engineers, and architects may also be unaware of conditions in the building that can comprise safety and wellbeing of users.",safety and wellbeing,32220
11285392,2022,preparing for different emergency scenarios can not only improve building layout and design but also improve safety and wellbeing of building users.,safety and wellbeing,32221
11287847,2022,summary of the invention  a human-like emulation enterprise system and method for maintaining and transitioning humans to a supplementary adaptable sentient human-like self-reliant entity is claimed.,sentient ,32232
11287847,2022,"enterprise system solutions are claimed that address system and design engineering, personal, cultural, societal, political, economic, geospatial, injustice, inequality, and environmental issues.",environmental issue,32233
11288548,2022,"background  with social progress, video surveillance systems have found a wide application.",social progress,32253
11288954,2022,"focus on the concept of smart cities, defined as cities where “investments in human and social capital and traditional (transport) and modern (ict) communication infrastructure fuel sustainable economic growth and a high quality of life, with a wise management of natural resources, through participatory governance” is needed.",economic growth,32295
11288954,2022,"given the present day understanding of the smart city concept, it is unclear whether it holds the necessary characteristics to ensure that sustainable development can occur.",sustainable development,32298
11288954,2022,"by studying the smart city concept through a strategic sustainable development (ssd) approach, one is able to examine it from a systems perspective, and evaluate whether sustainability can be reached in a strategic manner.",sustainable development,32300
11288954,2022,"applying sustainable development in a strategic manner is achieved through a systems thinking approach, an understanding of sustainability through a definition that is based on scientifically-reviewed principles, and a back casting-from-principles strategy.",sustainable development,32301
11288954,2022,"the ssd approach can be applied through a framework, referred to as the framework for strategic sustainable development (fssd).",sustainable development,32302
11289723,2022,description of the related art  a fuel cell vehicle is an eco-friendly vehicle that generates propulsion using an electric motor by reacting hydrogen and oxygen in a fuel cell stack.,eco-friendly,32329
11290689,2022,"however, by merely watching a surgeon performing certain surgical tasks recorded on a surgical procedure video, it can be quite difficult to objectively assess the surgeon's performance because there is no clear reference or metric for gauging whether the surgeon did a good job or not in each surgical task.",good job,32336
11294939,2022,"therefore, a need exists for systems and methods that facilitate generating documentation (e.g., comments) for software applications that make use of personal data in a manner that allows for an organization to recognition such use so that measures (actions) can be taken to minimize risk of the organization experiencing a data privacy incident due to the software applications' use of personal data, as well as to ensure compliance with personal data handling requirements associated with various data privacy standards.",minimize risk,32376
11295168,2022,the task subnetwork combines depth estimation and color correction of underwater images to improve their respective accuracies through collaborative learning.,collaborative learning,32393
11295168,2022,"the style transfer subnetwork is constructed based on generative adversarial network, which is used to transfer the apparent information of underwater images to land images and obtain abundant and effective synthetic labeled data, while the task subnetwork combines the underwater depth estimation and color correction tasks with the stack network structure, carries out collaborative learning to improve their respective accuracies, and reduces the gap between the synthetic underwater image and the real underwater image through the domain adaptation strategy, so as to improve the network's ability to process the real underwater image.",collaborative learning,32394
11295199,2022,the white-box nature of an exemplary explainable neural networks (xnn) or explainable artificial intelligence (xai) enables new ways of performing transfer learning and intelligent conversions of neural networks in ways that are impossible to do with a black-box model.,explainable artificial intelligence,32402
11298050,2022,"description of the related art  in japan, long life has been remarkable due to the improvement of living standards, the improvement of hygienic environment, the improvement of medical standards, and the like accompanying high economic growth after the war.",economic growth,32447
11299174,2022,advanced safety monitoring systems may also monitor for possible impacts with objects located within a current trajectory of movement.,possible impact,32484
11301351,2022,"however, a machine learning model may be inaccurate for several reasons—for example, bias in training data, due to one or more of the following: prejudice in labels, under-/over-sampling, or yields models with unwanted bias.",unwanted bias,32505
11301704,2022,"to address an issue of classifying an input pattern as a predetermined group, the neural network employs an algorithm with learning abilities.",learning abilities,32521
11302000,2022,"in either case, discarding of the unwanted chicks creates serious bottlenecks as far as waste disposal and animal welfare issues are concerned.",animal welfare,32553
11304651,2022,"swallowing impairments can lead to serious health problems, such as malnutrition and aspiration pneumonia, as well as psychosocial concerns and poor quality of life.",social concern,32636
11308335,2022,"in particular, an interloper with a weapon intending to do harm is a too well known threat for which rapid detection of the weapon is of paramount importance in order to prevent or minimize harm to others in the area.",minimize harm,32707
11308409,2022,many aspects of fracking can be enhanced to improve economic efficiency at each stage.,economic efficiency,32737
11308409,2022,"to maximize hydrocarbons production, hence increasing economic efficiency from tight rocks, several horizontal wells are drilled and “fracked” in relatively close proximity.",economic efficiency,32738
11309079,2022,"human nature makes it difficult for doctors to remember every item in the bundle, let alone complete these bundles in a manner that is consistent with evidence based medical practice.",human nature,32770
11315014,2022,"data provenance may be collected, describing the execution of the various workflow tasks and the corresponding dataflow with features of input and output data sets of each task.",data provenance,32879
11315132,2022,"for example, the vast amount of available data made possible by computing and networking technologies may then assist in improvements to quality of life and appropriate living conditions.",living condition,32884
11316891,2022,"as the digital economy continues to develop, cybersecurity has become a formidable task in the iot era.",digital economy,32954
11317863,2022,summary  this disclosure describes techniques for improving efficiency of measuring the social benefit of wearing an ear-wearable device.,social benefit,32968
11321449,2022,"in some embodiments, the system may additionally determine, using the first neural network machine learning system, that a set of individual capabilities of the first application or the second application are associated with malfeasance when accessed via any one time password authentication system, and restrict, disable, or delay the set of individual capabilities of the first application or the second application.",individual capabilities,33014
11321634,2022,background  the present embodiments relate to an artificial intelligence platform and an optimization methodology to minimize risk across travel components.,minimize risk,33037
11321634,2022,the program code is executable by a processing unit to monitor and evaluate data and minimize risk across two or more domains.,minimize risk,33038
11321655,2022,"for example, bank branches must follow a myriad of processes and procedures to ensure federal and internal company standards are being followed and to minimize risk exposure of the branches.",minimize risk,33040
11321776,2022,"there is also a need and desire to minimize risk to the provider of the loan/advance, particularly when it is provided months before the taxpayer's tax filing and his/her actual tax refund amount is determined.",minimize risk,33049
11324457,2022,"field  the disclosed subject matter relates to an explainable artificial intelligence framework designed, for example, for electrocardiography (ecg) signal data analysis which can be applied widely in ecg classification, computer-aided diagnosis, bed-side alarms and patient ecg monitoring.",explainable artificial intelligence,33111
11324457,2022,"summary  there is presently presented an explainable artificial intelligence framework designed for electrocardiography (ecg) signal data analysis and which can be applied widely in ecg classification, computer-aided diagnosis, bed-side alarms and patient ecg monitoring and may locate and pattern how a set of ecg signals are used to diagnosis an abnormal symptoms or a cardiac disease.",explainable artificial intelligence,33112
11328239,2022,"moreover, it is a pragmatic solution which has a very high impact on worker safety and does not require large investments.",impact on work,33200
11335096,2022,"therefore, in order to endow the machine such a capability as human, a method is required to learn the relationship between the visual information and their corresponding auditory information, and is combined with the effective information of the two in a way of audio-visual collaborative learning, thereby solving some practical problems based on multi-modal information.",collaborative learning,33367
11335096,2022,"in some existing audio-visual collaborative learning methods, most of them need to be combined with labeled data to obtain a preferable effect, but the acquisition of data labels requires a lot of manpower and material resources.",collaborative learning,33368
11335096,2022,"therefore, a method capable of discovering latent laws from the data itself and eliminating useless noise information is require to process unlabeled data, so as to broaden the scope of application of audio-visual collaborative learning.",collaborative learning,33369
11335096,2022,"summary  in view of the above-mentioned deficiencies of the prior art, an object of the present disclosure is to provides a method, a system and an electronic device for processing audio-visual data, so as to solve the technical problem that audio-visual collaborative learning method is inapplicable for unlabeled data in the prior art.",collaborative learning,33370
11335096,2022,"therefore, the disclosure is a ideal feature learning method which broadens the scope of application of audio-visual collaborative learning.",collaborative learning,33371
11335179,2022,"the solution to the problem  the specific technical solutions are:  a water environment risk prediction and early warning method, including the following steps:  (1) predict the discharge information of all pollution sources in the watershed based on the water environment model;  (2) screening the pollution sources in the watershed based on the pollution discharge information, and selecting the pollution sources that require environmental risk prediction and early warning;  (3) pollution sources that require environmental risk prediction and warning are classified into different risk prediction and warning levels according to their basic pollution index parameters; different pollution sources are predicted according to their risk prediction and warning levels corresponding to the risk prediction and warning period;  (4) preliminarily determine the elements of environmental pollution risk assessment from environmental monitoring department data and literature research;  (5) screen the preliminarily determined element pollution elements to obtain the main element pollution elements that affect the pollution incident;  (6) collect historical pollution event data, and based on the identified main elements, train the deep learning model of naive bayes, random forest, knn nearest neighbor classification, support vector machine, decision tree, and high-resolution remote sensing image recognition technology based on convolutional neural network, which generate multiple environmental risk prediction and early warning models;  (7) evaluate the performance of the environmental risk prediction and early warning model generated by the deep learning model training of naive bayes, random forest, knn nearest neighbor classification, support vector machine, decision tree and high-resolution remote sensing image recognition technology based on convolutional neural network, select several risk prediction and early warning models with the best performance jointly form a fuzzy comprehensive risk prediction and early warning model;  (8) through the integrated application of high-precision remote sensing environmental monitoring technology and sensor network technology, the value of the main element pollution element corresponding to the pollution source that needs risk prediction and early warning is collected, and the value of the main element pollution element is input into the fuzzy comprehensive risk prediction and early warning model jointly formed.",environmental risk,33384
11335179,2022,"further, the risk prediction and early warning method further includes adopting a sampling evaluation method to assess pollution sources in a river basin:  calculate the proportion of the number of pollution sources corresponding to the warning level of each pollution source pollution event to the total number of pollution sources in the watershed, set the total number of samples to be sampled, and calculate the number of samples corresponding to each pollution event warning level according to the total number of samples and the proportion of each pollution event warning level;  randomly select pollution sources with a corresponding number from the pollution sources of each pollution event warning level;  extract from pollution sources that do not require environmental risk prediction and warning until the number of pollution sources sampled reaches the total number of samples those sampled;  based on the sampled pollution source samples, the overall pollution event risk value of the watershed is calculated, and the average value of the pollution event risk value of all pollution sources sample is taken as the pollution event risk value of the watershed pollution source.",environmental risk,33389
11335179,2022,"constructing a watershed environmental risk prediction and early warning system, including:  the pollution information module is used to predict the pollution information of all pollution sources in the watershed based on the water environment model;  the primary screening module is used to screen pollution sources in the watershed based on the pollution discharge information, and select pollution sources that require environmental risk prediction and early warning;  the classification module is used to classify pollution sources that require environmental risk prediction and early warning into different risk prediction and early warning levels based on their basic pollution index parameters; different pollution sources are predicted according to their risk prediction and early warning periods corresponding to their risk prediction and early warning periods;  the element pollution element determination module is used to preliminarily determine the element pollution elements of the environmental pollution risk assessment from the environmental monitoring department data, the national meteorological information center and literature research;  the secondary screening module is used to screen the preliminarily determined element pollution elements and obtain the main element pollution elements that affect the pollution event;  the training module is used to collect historical pollution event data, and based on the main elements of the identified pollution elements, it can train naive bayes, random forest, knn nearest neighbor classification, support vector machine, decision tree, and deep learning model of image recognition technology high-resolution remote sensing based on convolutional neural network to generate multiple environmental risk prediction and early warning models;  evaluation module, used to evaluate the environmental risk prediction and early warning generated by deep learning model training based on naive bayes, random forest, knn nearest neighbor classification, support vector machine, decision tree, and high-resolution remote sensing image recognition technology based on convolutional neural network model performance, select several risk prediction and early warning models with the best performance to form a fuzzy comprehensive risk prediction and early warning model;  the prediction module is used to collect the value of the main element pollution element corresponding to the risk prediction and early warning pollution source through the application of high-precision remote sensing environmental monitoring technology and sensor network technology integration, and input the value of the main element pollution element into the fuzzy synthesis formed by the joint risk prediction and early warning model to predict the risk value of pollution incidents from pollution sources.",environmental risk,33393
11336530,2022,"a continued mismatch between the number of alerts produced by the multiple network nodes can lead to cognitive overload of the network administrator or engineer, may lead to a bad reputation for automated ic-based solutions, and may dampen their potential positive impact on network administration and management.",potential positive impact,33414
11336675,2022,"technical field of disclosure  the present disclosure relates to processes and machines for probing the operational resilience of a computer network and/or components thereof under the threat of cybersecurity attacks by using different types of machine learning to exploit known vulnerabilities, launching attacks using chaos engineering, gathering data on the effects of the attacks and system responses thereto, finding patterns in vulnerability types to recognize other potentially vulnerable systems outside of the scope of the initial test for subsequent testing, controlling a blast radius for each test to minimize fallout, calculating financial impacts relating to the potential vulnerabilities, and/or providing reports for use with potential remediation in order to mitigate cybersecurity threats and improve the operational resiliency of the computer network or components thereof.",potentially vulnerable,33435
11336675,2022,"this dynamic setting of a risk appetite can define a blast radius to limit potential negative impacts in the event of a successful exploitation of a vulnerability by limiting or obviating system downtime, system impact, interruption of application services or resources, or perceived user impact in a production environment.",potential negative impact,33443
11336675,2022,"the system could employ, simultaneously or otherwise, machine learning to find patterns in the vulnerability types to recognize other potentially vulnerable systems and/or system interactions outside of the scope of the initial test.",potentially vulnerable,33444
11338436,2022,until recently the majority of item movement was manually handled by human workers.,human workers,33474
11341585,2022,"in some embodiments, the sketch data set is used to detect, or evaluate impact of, stealthy cyber-attacks, adversarial social campaigns, and coordinated market manipulation.",market manipulation,33533
11345610,2022,"according to another aspect, a water purifier includes an inlet unit configured to receive clean water that has passed through a filter, an outlet unit configured to discharge cold or hot water generated from the clean water to an outside, a discharge temperature regulator configured to regulate a temperature of the cold or hot water, and a control apparatus.",clean water,33619
11347191,2022,"as set forth in the following disclosure, the present invention relates to the art of machine learning, data mining and artificial intelligence in welding fabrication production, in order to, inter alia, automate human decision-making process in welding equipment preventative/predictive maintenance (ppm) and condition-based maintenance (cbm), and weld quality control in mass production environment.",human decision-making,33629
11347191,2022,"brief summary  the invention relates to the art of machine learning, data mining, and artificial intelligence in welding fabrication production, in order to automate human decision-making process in welding equipment preventative/predictive maintenance (ppm) and condition-based maintenance (cbm), weld quality control and weld engineering.",human decision-making,33631
11348003,2022,"ethical standards for dissemination of digital content can vary greatly between different countries and regions, and many of these ethics standards may be unfamiliar to persons or entities disseminating the digital content.",ethical standard,33648
11348003,2022,"these differences in ethics standards between locales, and the fluidity with which digital content travels makes maintaining compliance with local ethical standards challenging.",ethical standard,33649
11348033,2022,many issues arise due to the existence of this man-machine interface as humans introduce variance into these processes due to their very human nature.,human nature,33654
11349306,2022,"in addition to the serious environmental pollution problem, the shortage of conventional energy resources and rising energy costs have compelled many countries to explore alternative energy resources to reduce their dependencies on conventional energy resources and to ensure sustainable social and economic development.",economic development,33681
11350879,2022,"along with aging of society, countermeasures for increase of chronic diseases, such as high blood pressure and diabetes, and dealing promptly with heart attacks and cerebrovascular diseases (apoplexy) have become social challenges.",social challenge,33715
11351673,2022,"sixth, such food preparation equipment still requires workers to frequently bring food from storage areas for preparation, which necessitates close monitoring by and significant effort from human workers and is subject to human error which may cause delays in food production.",human workers,33741
11354545,2022,background  a crowdsourcing system automatically distributes instances of a given task to a group of human workers (or “crowd members”) that execute those task instances (“micro-tasks”) according to given task requirements or goals.,human workers,33814
11358066,2022,the anonymity that is provided to a user in an online environment may cause them to behave in a different manner to that which would be socially acceptable—the lack of possible repercussions can cause players to become more verbally aggressive and/or offensive to other players.,socially acceptable,33904
11358877,2022,"the limited resources may include limited amounts of clean water, electricity, and/or communication.",clean water,33922
11361188,2022,"in a first aspect, an embodiment of the present disclosure provides a method for optimizing a tag of a point of interest, including: acquiring a set of points of interest and a set of tags of points of interest in the set of points of interest; generating a point of interest-tag matrix based on the set of points of interest and the set of tags of points of interest in the set of points of interest; extracting a feature of a point of interest-tag in the point of interest-tag matrix; inputting the feature of the point of interest-tag in the point of interest-tag matrix into a pre-trained ternary self-adaptive collaborative learning model, to obtain a point of interest-tag score matrix; and optimizing the set of tags of points of interest in the set of points of interest based on the point of interest-tag score matrix.",collaborative learning,33965
11361188,2022,"in some embodiments, before the inputting the feature of the point of interest-tag in the point of interest-tag matrix into a pre-trained ternary self-adaptive collaborative learning model, to obtain a point of interest-tag score matrix, the method further includes: integrating a pre-trained first machine learning model, a second machine learning model, and a prediction model to obtain the ternary self-adaptive collaborative learning model, wherein the first machine learning model is established based on points of interest in the point of interest-tag matrix, the second machine learning model is established based on tags in the point of interest-tag matrix, and the prediction model is established based on the points of interest in the point of interest-tag matrix.",collaborative learning,33966
11361188,2022,"in a second aspect, an embodiment of the present disclosure provides an apparatus for optimizing a tag of a point of interest, including: an acquiring unit configured to acquire a set of points of interest and a set of tags of points of interest in the set of points of interest; a generating unit configured to generate a point of interest-tag matrix based on the set of points of interest and the set of tags of points of interest in the set of points of interest; an extracting unit configured to extract a feature of a point of interest-tag in the point of interest-tag matrix; a learning unit configured to input the feature of the point of interest-tag in the point of interest-tag matrix into a pre-trained ternary self-adaptive collaborative learning model, to obtain a point of interest-tag score matrix; and an optimizing unit configured to optimize the set of tags of points of interest in the set of points of interest based on the point of interest-tag score matrix.",collaborative learning,33967
11361188,2022,"in some embodiments, the apparatus further includes: an integrating unit configured to integrate a pre-trained first machine learning model, a second machine learning model, and a prediction model to obtain the ternary self-adaptive collaborative learning model, where the first machine learning model is established based on points of interest in the point of interest-tag matrix, the second machine learning model is established based on tags in the point of interest-tag matrix, and the prediction model is established based on the points of interest in the point of interest-tag matrix.",collaborative learning,33968
11361188,2022,"the method and apparatus for optimizing a tag of a point of interest according to embodiments of the present disclosure first acquires a set of points of interest and a set of tags of points of interest in the set of points of interest; then generates a point of interest-tag matrix based on the set of points of interest and the set of tags of points of interest in the set of points of interest; then extracts a feature of a point of interest-tag in the point of interest-tag matrix; then inputs the feature of the point of interest-tag in the point of interest-tag matrix into a pre-trained ternary self-adaptive collaborative learning model, to obtain a point of interest-tag score matrix; and finally optimizes the set of tags of points of interest in the set of points of interest based on the point of interest-tag score matrix, thereby improving the matching degree between the point of interest and the tag.",collaborative learning,33969
11361417,2022,"such a diagnostic system is expected to be effective for social issues such as aging of structures including buildings and infrastructure facilities, reduction in the number of workers dispatched for inspection and repairs, and high cost issues.",social issue,33988
11361491,2022,the avatars are virtual characters used to facilitate natural and interactive human-machine communication.,human-machine communication,33994
11361853,2022,and other federal and state laws enacted to protect privacy.,protect privacy,34005
11364936,2022,"a social safety value corresponding to the at least one social object in the environment of the ego vehicle is predicted, based on the current state, for each possible behavior action.",social safety,34052
11364936,2022,"a next behavior action for the ego vehicle is selected, based on the ego safety values, the social safety values, and one or more target objectives for the ego vehicle.",social safety,34053
11364936,2022,"the social safety value indicates a probability, for the at least one social object, that the ego vehicle will not be located in a social safety zone of the social object if the possible behavior action is performed by the ego vehicle and the target policy followed thereafter.",social safety,34054
11364936,2022,"in such examples, the method includes, for each possible behavior action, predicting a respective social safety value for each of the plurality of social objects, each social safety value indicating a probability that the ego vehicle will not be located in a respective social safety zone of the respective social object if the possible behavior action is performed by the ego vehicle and the target policy followed thereafter.",social safety,34056
11364936,2022,predicting the social safety value for each possible behavior action for each of the plurality of social objects is performed by a further gvf implemented by a trained neural network.,social safety,34057
11364936,2022,"in at least some examples of the preceding aspects, the ego safety zone includes a physical space that includes and extends beyond the ego vehicle in a direction of travel of the ego vehicle, and the social safety zone for a social object308includes and extends beyond the social object in a direction of travel of the social object.",social safety,34058
11364936,2022,"in at least some examples of the first aspect, for each possible behavior action, the social safety value corresponds to a plurality of social objects in the environment of the ego vehicle, the social safety value indicating a probability that the ego vehicle will not be located in a respective social safety zone of any of the social objects if the possible behavior action is performed by the ego vehicle and the target policy followed thereafter.",social safety,34059
11364936,2022,"in at least some examples of the preceding aspects, selecting the behavior action includes performing fuzzification of the ego safety value and the social safety value predicted for each of the possible behavior actions by mapping each of the ego safety values and the social safety values to a respective truth value; applying fuzzy inference on the truth values to generate a goal fuzzy set; and defuzzifying the goal fuzzy set to select the behavior action for the ego vehicle.",social safety,34060
11364936,2022,"the predictive safety control system also includes a social safety predictor module configured to predict, based on the current state, for each of the possible behavior actions, a social safety value corresponding to at least one social object in an environment of the ego vehicle.",social safety,34061
11364936,2022,"a safety controller is configured to select, based on the ego safety values, the social safety values predicted for each of the possible behavior actions, and one or more target objectives, a next behavior action for ego vehicle.",social safety,34062
11364936,2022,"social safety predictions and ego safety predictions as described in et present disclosure may in some applications be applied across a broad spectrum of environments including intersection handling, multi-lane highway driving, parking lots, school zones, and other complicated environments where the need for social safety is highly important.",social safety,34063
11364936,2022,"in some examples, social safety and ego safety can be considered as separate components, thereby making it possible to assign different prioritize these safeties in an automated decision making process.",social safety,34064
11366930,2022,"it is still another object of the present disclosure to protect privacy and security of original data by generating obfuscated data, i.e., concealed or anonymized data, through irreversibly obfuscating the original data.",protect privacy,34088
11367184,2022,"field of the invention  this disclosure generally relates to an artificial intelligence (ai)-based system that performs image analysis and manipulation and, in particular, to a system that can assist in classification of one or more regions of an image based on the respective conditions indicated by those regions, where such conditions are determined using an explainable artificial intelligence (xai)-based platform.",explainable artificial intelligence,34116
11370125,2022,"other actions (e.g., filling a glass of water for a thirsty user, or turning on an appliance) may have both a social purpose and other objectives (e.g., placing clean water in a glass without spilling.",clean water,34180
11373146,2022,a good job description used to advertise an open position attracts applicants that are well-qualified to perform tasks associated with the position.,good job,34230
11373146,2022,"for example, the job description writer may describe a set of tasks that require skill a, but mistakenly label the required skill as skill b in the job description, e.g., due to the fact that the writer is not an expert in skills ontologies/taxonomies/labor markets.",labor market,34231
11373420,2022,"hair loss in women often has a greater psychological impact than does hair loss in men, as it is less socially acceptable for women.",socially acceptable,34246
11373636,2022,"related art  social media networks conventionally attempt to prevent propagation of toxic speech, such as, for example, racial slurs, aggressive language, homophobic language, etc.",racial ,34250
11373732,2022,certain studies indicate decreasing biodiversity in the elderly gut microflora (garcia-peña et al.,biodiversity,34256
11375039,2022,"when you take the “wellbeing finder™” you will receive a scorecard with your overall wellbeing score as well as your score in each of the five essential areas of wellbeing: career wellbeing, social wellbeing, financial wellbeing, physical wellbeing, community wellbeing”.",social wellbeing,34299
11375896,2022,drug addiction is an increasingly serious individual and societal issue.,societal issue,34312
11375896,2022,"the individuals often successfully complete a program, but are not able to remain drug free after re-entering society, especially when they are subject to the stress that both existed in the past, and stress produced by social issues they encounter when they attempt to rejoin society.",social issue,34313
